,id,question,score,time,loc,compile&test_ct,Qnum,Tag
179,160,q02,10,2.3725,10,54,q02,MySQL
180,161,q02,10,1.3155555555555556,5,31,q02,SQL - Joins
181,161,q02,10,1.3155555555555556,5,31,q02,SQL
182,161,q02,10,1.3155555555555556,5,31,q02,MySQL
183,162,q02,10,1.068888888888889,10,18,q02,SQL - Joins
184,162,q02,10,1.068888888888889,10,18,q02,SQL
185,162,q02,10,1.068888888888889,10,18,q02,MySQL
186,163,q02,10,12.634166666666667,9,26,q02,SQL - Joins
187,163,q02,10,12.634166666666667,9,26,q02,SQL
188,163,q02,10,12.634166666666667,9,26,q02,MySQL
189,164,q02,10,6.563055555555556,8,10,q02,SQL - Joins
190,164,q02,10,6.563055555555556,8,10,q02,SQL
191,164,q02,10,6.563055555555556,8,10,q02,MySQL
192,165,q02,10,0.25194444444444447,8,16,q02,SQL - Joins
193,165,q02,10,0.25194444444444447,8,16,q02,SQL
194,165,q02,10,0.25194444444444447,8,16,q02,MySQL
195,166,q02,10,0.8191666666666667,9,6,q02,SQL - Joins
196,166,q02,10,0.8191666666666667,9,6,q02,SQL
197,166,q02,10,0.8191666666666667,9,6,q02,MySQL
198,167,q02,10,0.09972222222222223,10,3,q02,SQL - Joins
199,167,q02,10,0.09972222222222223,10,3,q02,SQL
200,167,q02,10,0.09972222222222223,10,3,q02,MySQL
201,168,q02,10,0.6247222222222222,12,18,q02,SQL - Joins
202,168,q02,10,0.6247222222222222,12,18,q02,SQL
203,168,q02,10,0.6247222222222222,12,18,q02,MySQL
204,169,q02,10,0.22166666666666668,9,6,q02,SQL - Joins
205,169,q02,10,0.22166666666666668,9,6,q02,SQL
206,169,q02,10,0.22166666666666668,9,6,q02,MySQL
207,170,q02,10,3.982222222222222,5,46,q02,SQL - Joins
208,170,q02,10,3.982222222222222,5,46,q02,SQL
209,170,q02,10,3.982222222222222,5,46,q02,MySQL
210,171,q02,10,2.8969444444444443,12,13,q02,SQL - Joins
211,171,q02,10,2.8969444444444443,12,13,q02,SQL
212,171,q02,10,2.8969444444444443,12,13,q02,MySQL
213,172,q02,0,1.7480555555555555,9,29,q02,SQL - Joins
214,172,q02,0,1.7480555555555555,9,29,q02,SQL
215,172,q02,0,1.7480555555555555,9,29,q02,MySQL
216,173,q02,10,3.1013888888888888,16,69,q02,SQL - Joins
217,173,q02,10,3.1013888888888888,16,69,q02,SQL
218,173,q02,10,3.1013888888888888,16,69,q02,MySQL
219,174,q02,10,3.277222222222222,10,109,q02,SQL - Joins
220,174,q02,10,3.277222222222222,10,109,q02,SQL
221,174,q02,10,3.277222222222222,10,109,q02,MySQL
222,175,q02,10,1.5966666666666667,9,38,q02,SQL - Joins
223,175,q02,10,1.5966666666666667,9,38,q02,SQL
224,175,q02,10,1.5966666666666667,9,38,q02,MySQL
225,176,q02,10,0.47805555555555557,10,14,q02,SQL - Joins
226,176,q02,10,0.47805555555555557,10,14,q02,SQL
227,176,q02,10,0.47805555555555557,10,14,q02,MySQL
228,177,q02,10,0.2411111111111111,9,7,q02,SQL - Joins
229,177,q02,10,0.2411111111111111,9,7,q02,SQL
230,177,q02,10,0.2411111111111111,9,7,q02,MySQL
231,178,q02,10,5.648611111111111,11,22,q02,SQL - Joins
232,178,q02,10,5.648611111111111,11,22,q02,SQL
233,178,q02,10,5.648611111111111,11,22,q02,MySQL
234,179,q02,10,0.2336111111111111,8,5,q02,SQL - Joins
235,179,q02,10,0.2336111111111111,8,5,q02,SQL
236,179,q02,10,0.2336111111111111,8,5,q02,MySQL
237,180,q02,10,10.911666666666667,12,17,q02,SQL - Joins
238,180,q02,10,10.911666666666667,12,17,q02,SQL
239,180,q02,10,10.911666666666667,12,17,q02,MySQL
240,181,q02,10,0.6436111111111111,14,23,q02,SQL - Joins
241,181,q02,10,0.6436111111111111,14,23,q02,SQL
242,181,q02,10,0.6436111111111111,14,23,q02,MySQL
243,182,q02,10,0.35138888888888886,13,12,q02,SQL - Joins
244,182,q02,10,0.35138888888888886,13,12,q02,SQL
245,182,q02,10,0.35138888888888886,13,12,q02,MySQL
246,183,q02,10,1.0080555555555555,10,14,q02,SQL - Joins
247,183,q02,10,1.0080555555555555,10,14,q02,SQL
248,183,q02,10,1.0080555555555555,10,14,q02,MySQL
249,184,q02,10,0.8183333333333334,12,25,q02,SQL - Joins
250,184,q02,10,0.8183333333333334,12,25,q02,SQL
251,184,q02,10,0.8183333333333334,12,25,q02,MySQL
252,185,q02,10,1.076111111111111,11,11,q02,SQL - Joins
253,185,q02,10,1.076111111111111,11,11,q02,SQL
254,185,q02,10,1.076111111111111,11,11,q02,MySQL
255,186,q02,10,0.5575,12,21,q02,SQL - Joins
256,186,q02,10,0.5575,12,21,q02,SQL
257,186,q02,10,0.5575,12,21,q02,MySQL
258,187,q02,10,1.1855555555555555,9,2,q02,SQL - Joins
259,187,q02,10,1.1855555555555555,9,2,q02,SQL
260,187,q02,10,1.1855555555555555,9,2,q02,MySQL
261,188,q02,10,0.6361111111111111,10,9,q02,SQL - Joins
262,188,q02,10,0.6361111111111111,10,9,q02,SQL
263,188,q02,10,0.6361111111111111,10,9,q02,MySQL
264,189,q02,10,0.014166666666666666,4,3,q02,SQL - Joins
265,189,q02,10,0.014166666666666666,4,3,q02,SQL
266,189,q02,10,0.014166666666666666,4,3,q02,MySQL
267,190,q02,10,2.6213888888888888,9,21,q02,SQL - Joins
268,190,q02,10,2.6213888888888888,9,21,q02,SQL
269,190,q02,10,2.6213888888888888,9,21,q02,MySQL
270,191,q02,10,2.5052777777777777,10,18,q02,SQL - Joins
271,191,q02,10,2.5052777777777777,10,18,q02,SQL
272,191,q02,10,2.5052777777777777,10,18,q02,MySQL
273,192,q02,10,0.26722222222222225,10,9,q02,SQL - Joins
274,192,q02,10,0.26722222222222225,10,9,q02,SQL
275,192,q02,10,0.26722222222222225,10,9,q02,MySQL
276,193,q02,10,0.5266666666666666,5,11,q02,SQL - Joins
277,193,q02,10,0.5266666666666666,5,11,q02,SQL
278,193,q02,10,0.5266666666666666,5,11,q02,MySQL
279,194,q02,10,5.461388888888889,11,34,q02,SQL - Joins
280,194,q02,10,5.461388888888889,11,34,q02,SQL
281,194,q02,10,5.461388888888889,11,34,q02,MySQL
282,195,q02,10,0.4086111111111111,10,6,q02,SQL - Joins
283,195,q02,10,0.4086111111111111,10,6,q02,SQL
284,195,q02,10,0.4086111111111111,10,6,q02,MySQL
285,196,q02,10,4.811388888888889,13,26,q02,SQL - Joins
286,196,q02,10,4.811388888888889,13,26,q02,SQL
287,196,q02,10,4.811388888888889,13,26,q02,MySQL
288,197,q02,10,0.1613888888888889,8,2,q02,SQL - Joins
289,197,q02,10,0.1613888888888889,8,2,q02,SQL
290,197,q02,10,0.1613888888888889,8,2,q02,MySQL
291,198,q02,10,1.0297222222222222,10,19,q02,SQL - Joins
292,198,q02,10,1.0297222222222222,10,19,q02,SQL
293,198,q02,10,1.0297222222222222,10,19,q02,MySQL
294,199,q02,10,4.546944444444445,6,13,q02,SQL - Joins
295,199,q02,10,4.546944444444445,6,13,q02,SQL
296,199,q02,10,4.546944444444445,6,13,q02,MySQL
297,200,q02,10,0.9694444444444444,11,7,q02,SQL - Joins
298,200,q02,10,0.9694444444444444,11,7,q02,SQL
299,200,q02,10,0.9694444444444444,11,7,q02,MySQL
300,201,q02,10,0.05722222222222222,6,4,q02,SQL - Joins
301,201,q02,10,0.05722222222222222,6,4,q02,SQL
302,201,q02,10,0.05722222222222222,6,4,q02,MySQL
303,202,q02,10,0.2313888888888889,10,4,q02,SQL - Joins
304,202,q02,10,0.2313888888888889,10,4,q02,SQL
305,202,q02,10,0.2313888888888889,10,4,q02,MySQL
306,203,q02,10,2.023888888888889,8,21,q02,SQL - Joins
307,203,q02,10,2.023888888888889,8,21,q02,SQL
308,203,q02,10,2.023888888888889,8,21,q02,MySQL
309,204,q02,10,4.807777777777778,9,18,q02,SQL - Joins
310,204,q02,10,4.807777777777778,9,18,q02,SQL
311,204,q02,10,4.807777777777778,9,18,q02,MySQL
312,205,q02,0,30.156666666666666,10,13,q02,SQL - Joins
313,205,q02,0,30.156666666666666,10,13,q02,SQL
314,205,q02,0,30.156666666666666,10,13,q02,MySQL
315,206,q02,10,1.2513888888888889,4,3,q02,SQL - Joins
316,206,q02,10,1.2513888888888889,4,3,q02,SQL
317,206,q02,10,1.2513888888888889,4,3,q02,MySQL
318,207,q02,10,0.2677777777777778,8,5,q02,SQL - Joins
319,207,q02,10,0.2677777777777778,8,5,q02,SQL
320,207,q02,10,0.2677777777777778,8,5,q02,MySQL
321,208,q02,10,0.6036111111111111,12,15,q02,SQL - Joins
322,208,q02,10,0.6036111111111111,12,15,q02,SQL
323,208,q02,10,0.6036111111111111,12,15,q02,MySQL
324,209,q02,10,0.36972222222222223,4,3,q02,SQL - Joins
325,209,q02,10,0.36972222222222223,4,3,q02,SQL
326,209,q02,10,0.36972222222222223,4,3,q02,MySQL
327,210,q02,10,0.2477777777777778,8,2,q02,SQL - Joins
328,210,q02,10,0.2477777777777778,8,2,q02,SQL
329,210,q02,10,0.2477777777777778,8,2,q02,MySQL
330,211,q02,10,0.6566666666666666,10,7,q02,SQL - Joins
331,211,q02,10,0.6566666666666666,10,7,q02,SQL
332,211,q02,10,0.6566666666666666,10,7,q02,MySQL
333,212,q02,10,1.0733333333333333,10,12,q02,SQL - Joins
334,212,q02,10,1.0733333333333333,10,12,q02,SQL
335,212,q02,10,1.0733333333333333,10,12,q02,MySQL
336,213,q02,10,0.2758333333333333,12,3,q02,SQL - Joins
337,213,q02,10,0.2758333333333333,12,3,q02,SQL
338,213,q02,10,0.2758333333333333,12,3,q02,MySQL
339,214,q02,10,0.6058333333333333,17,3,q02,SQL - Joins
340,214,q02,10,0.6058333333333333,17,3,q02,SQL
341,214,q02,10,0.6058333333333333,17,3,q02,MySQL
342,215,q02,10,4.1325,10,26,q02,SQL - Joins
343,215,q02,10,4.1325,10,26,q02,SQL
344,215,q02,10,4.1325,10,26,q02,MySQL
345,216,q02,10,1.5641666666666667,10,10,q02,SQL - Joins
346,216,q02,10,1.5641666666666667,10,10,q02,SQL
347,216,q02,10,1.5641666666666667,10,10,q02,MySQL
348,217,q02,10,0.5286111111111111,8,13,q02,SQL - Joins
349,217,q02,10,0.5286111111111111,8,13,q02,SQL
350,217,q02,10,0.5286111111111111,8,13,q02,MySQL
351,218,q02,10,1.7802777777777778,11,19,q02,SQL - Joins
352,218,q02,10,1.7802777777777778,11,19,q02,SQL
353,218,q02,10,1.7802777777777778,11,19,q02,MySQL
354,219,q02,0,23.658055555555556,7,3,q02,SQL - Joins
355,219,q02,0,23.658055555555556,7,3,q02,SQL
356,219,q02,0,23.658055555555556,7,3,q02,MySQL
357,220,q02,10,0.4388888888888889,9,14,q02,SQL - Joins
358,220,q02,10,0.4388888888888889,9,14,q02,SQL
359,220,q02,10,0.4388888888888889,9,14,q02,MySQL
360,221,q02,10,0.6869444444444445,1,2,q02,SQL - Joins
361,221,q02,10,0.6869444444444445,1,2,q02,SQL
362,221,q02,10,0.6869444444444445,1,2,q02,MySQL
363,222,q02,10,1.1413888888888888,12,7,q02,SQL - Joins
364,222,q02,10,1.1413888888888888,12,7,q02,SQL
365,222,q02,10,1.1413888888888888,12,7,q02,MySQL
366,223,q02,10,0.16777777777777778,11,14,q02,SQL - Joins
367,223,q02,10,0.16777777777777778,11,14,q02,SQL
368,223,q02,10,0.16777777777777778,11,14,q02,MySQL
369,224,q02,10,1.0069444444444444,10,4,q02,SQL - Joins
370,224,q02,10,1.0069444444444444,10,4,q02,SQL
371,224,q02,10,1.0069444444444444,10,4,q02,MySQL
372,225,q02,10,0.5613888888888889,6,12,q02,SQL - Joins
373,225,q02,10,0.5613888888888889,6,12,q02,SQL
374,225,q02,10,0.5613888888888889,6,12,q02,MySQL
375,226,q02,10,0.1736111111111111,9,2,q02,SQL - Joins
376,226,q02,10,0.1736111111111111,9,2,q02,SQL
377,226,q02,10,0.1736111111111111,9,2,q02,MySQL
378,227,q02,10,0.26666666666666666,10,7,q02,SQL - Joins
379,227,q02,10,0.26666666666666666,10,7,q02,SQL
380,227,q02,10,0.26666666666666666,10,7,q02,MySQL
381,228,q02,10,0.31055555555555553,5,4,q02,SQL - Joins
382,228,q02,10,0.31055555555555553,5,4,q02,SQL
383,228,q02,10,0.31055555555555553,5,4,q02,MySQL
384,229,q02,10,2.973611111111111,10,7,q02,SQL - Joins
385,229,q02,10,2.973611111111111,10,7,q02,SQL
386,229,q02,10,2.973611111111111,10,7,q02,MySQL
387,230,q02,10,0.12277777777777778,8,6,q02,SQL - Joins
388,230,q02,10,0.12277777777777778,8,6,q02,SQL
389,230,q02,10,0.12277777777777778,8,6,q02,MySQL
390,231,q02,10,1.5091666666666668,5,31,q02,SQL - Joins
391,231,q02,10,1.5091666666666668,5,31,q02,SQL
392,231,q02,10,1.5091666666666668,5,31,q02,MySQL
393,232,q02,10,0.29055555555555557,6,2,q02,SQL - Joins
394,232,q02,10,0.29055555555555557,6,2,q02,SQL
395,232,q02,10,0.29055555555555557,6,2,q02,MySQL
396,233,q02,10,0.19416666666666665,8,2,q02,SQL - Joins
397,233,q02,10,0.19416666666666665,8,2,q02,SQL
398,233,q02,10,0.19416666666666665,8,2,q02,MySQL
399,234,q02,10,0.6538888888888889,9,6,q02,SQL - Joins
400,234,q02,10,0.6538888888888889,9,6,q02,SQL
401,234,q02,10,0.6538888888888889,9,6,q02,MySQL
402,235,q02,10,0.7088888888888889,10,9,q02,SQL - Joins
403,235,q02,10,0.7088888888888889,10,9,q02,SQL
404,235,q02,10,0.7088888888888889,10,9,q02,MySQL
405,236,q02,10,0.8141666666666667,9,5,q02,SQL - Joins
406,236,q02,10,0.8141666666666667,9,5,q02,SQL
407,236,q02,10,0.8141666666666667,9,5,q02,MySQL
408,237,q02,10,0.20194444444444445,9,7,q02,SQL - Joins
409,237,q02,10,0.20194444444444445,9,7,q02,SQL
410,237,q02,10,0.20194444444444445,9,7,q02,MySQL
411,238,q02,10,0.8208333333333333,7,10,q02,SQL - Joins
412,238,q02,10,0.8208333333333333,7,10,q02,SQL
413,238,q02,10,0.8208333333333333,7,10,q02,MySQL
414,239,q02,10,0.9633333333333334,9,6,q02,SQL - Joins
415,239,q02,10,0.9633333333333334,9,6,q02,SQL
416,239,q02,10,0.9633333333333334,9,6,q02,MySQL
417,240,q02,10,0.7944444444444444,9,25,q02,SQL - Joins
418,240,q02,10,0.7944444444444444,9,25,q02,SQL
419,240,q02,10,0.7944444444444444,9,25,q02,MySQL
420,241,q02,10,0.5091666666666667,10,6,q02,SQL - Joins
421,241,q02,10,0.5091666666666667,10,6,q02,SQL
422,241,q02,10,0.5091666666666667,10,6,q02,MySQL
423,242,q02,10,0.18638888888888888,5,4,q02,SQL - Joins
424,242,q02,10,0.18638888888888888,5,4,q02,SQL
425,242,q02,10,0.18638888888888888,5,4,q02,MySQL
426,243,q02,10,1.0183333333333333,10,6,q02,SQL - Joins
427,243,q02,10,1.0183333333333333,10,6,q02,SQL
428,243,q02,10,1.0183333333333333,10,6,q02,MySQL
429,244,q02,10,0.4708333333333333,14,8,q02,SQL - Joins
430,244,q02,10,0.4708333333333333,14,8,q02,SQL
431,244,q02,10,0.4708333333333333,14,8,q02,MySQL
432,245,q02,10,1.1063888888888889,10,11,q02,SQL - Joins
433,245,q02,10,1.1063888888888889,10,11,q02,SQL
434,245,q02,10,1.1063888888888889,10,11,q02,MySQL
435,246,q02,10,0.19805555555555557,8,3,q02,SQL - Joins
436,246,q02,10,0.19805555555555557,8,3,q02,SQL
437,246,q02,10,0.19805555555555557,8,3,q02,MySQL
438,247,q02,10,0.3475,9,2,q02,SQL - Joins
439,247,q02,10,0.3475,9,2,q02,SQL
440,247,q02,10,0.3475,9,2,q02,MySQL
441,248,q02,10,0.8738888888888889,11,17,q02,SQL - Joins
442,248,q02,10,0.8738888888888889,11,17,q02,SQL
443,248,q02,10,0.8738888888888889,11,17,q02,MySQL
444,249,q02,0,1.2661111111111112,6,12,q02,SQL - Joins
445,249,q02,0,1.2661111111111112,6,12,q02,SQL
446,249,q02,0,1.2661111111111112,6,12,q02,MySQL
447,250,q02,10,23.08972222222222,10,6,q02,SQL - Joins
448,250,q02,10,23.08972222222222,10,6,q02,SQL
449,250,q02,10,23.08972222222222,10,6,q02,MySQL
450,251,q02,10,4.462777777777778,6,19,q02,SQL - Joins
451,251,q02,10,4.462777777777778,6,19,q02,SQL
452,251,q02,10,4.462777777777778,6,19,q02,MySQL
453,252,q02,10,0.29388888888888887,9,10,q02,SQL - Joins
454,252,q02,10,0.29388888888888887,9,10,q02,SQL
455,252,q02,10,0.29388888888888887,9,10,q02,MySQL
456,253,q02,10,0.30527777777777776,9,10,q02,SQL - Joins
457,253,q02,10,0.30527777777777776,9,10,q02,SQL
458,253,q02,10,0.30527777777777776,9,10,q02,MySQL
459,254,q02,10,5.108611111111111,9,17,q02,SQL - Joins
460,254,q02,10,5.108611111111111,9,17,q02,SQL
