,cand_id,attempt_end_dt,attempt_start_dt,attempt_time,attempt_ct,window_exit_ct,out_of_window_time,max_score,net_disconnect_time,invite_method,team,copy_paste_ct,prod_rating,city,state,zip,cand_provided_major,major-clean,major-area,tek_bool,tek_detail,data_issue_bool,q01-score,q02-score,q03-score,q04-score,q05-score,q06-score,q07-score,q08-score,q09-score,q10-score,q11-score,q12-score,q13-score,q14-score,q01-time,q02-time,q03-time,q04-time,q05-time,q06-time,q07-time,q08-time,q09-time,q10-time,q11-time,q12-time,q13-time,q14-time,q02-loc,q03-loc,q04-loc,q05-loc,q06-loc,q07-loc,q08-loc,q09-loc,q10-loc,q11-loc,q12-loc,q13-loc,q14-loc,q02-compile&test_ct,q03-compile&test_ct,q04-compile&test_ct,q05-compile&test_ct,q06-compile&test_ct,q07-compile&test_ct,q08-compile&test_ct,q09-compile&test_ct,q10-compile&test_ct,q11-compile&test_ct,q12-compile&test_ct,q13-compile&test_ct,q14-compile&test_ct,score,score_pct,total_q_time,score_pass_bool,copy_paste_bool,attempt_time_of_day
19,120,2023-08-24 07:35:00,2023-07-02 03:27:00,48.0725,2,61,0.5605555555555556,130,44.67583333333334,Invited Via Email,Developers|CDT_Admin,0,4.0,Rock Hill,SC,29730.0,,,,0,0,,,10,10,10,10,10,10,10,10,10,10,10,0,0,,0.1986111111111111,0.16333333333333333,0.8736111111111111,0.1827777777777778,0.1486111111111111,0.0975,0.40694444444444444,0.37694444444444447,0.07694444444444444,0.10805555555555556,0.20833333333333334,0.5213888888888889,0.02722222222222222,6,6,9,12,4,5,12,10,8,8,15,13,4,13,9,38,9,12,6,15,22,7,7,8,20,1,110.0,0.85,3.390277777777778,0,0,03:27:00
20,121,2023-09-13 09:13:00,2023-07-19 20:40:00,111.99111111111111,1,80,32.81861111111111,130,79.02666666666667,Invited Via Email,Developers|CDT_Admin,0,5.0,Charlotte,NC,28202.0,,,,0,0,,,10,10,10,10,10,10,10,10,10,10,10,10,10,,0.5580555555555555,0.2452777777777778,0.8627777777777778,1.0844444444444445,2.8722222222222222,1.3086111111111112,2.887777777777778,2.370833333333333,0.5447222222222222,4.319444444444445,1.791111111111111,10.380277777777778,3.5630555555555556,9,9,10,11,12,8,14,15,9,7,11,17,14,4,2,22,6,47,26,25,41,9,71,14,189,65,130.0,1.0,32.78861111111111,1,0,20:40:00
21,122,2023-10-03 10:51:00,2023-08-06 13:53:00,10.905,1,19,0.7508333333333334,130,0.36972222222222223,Invited Via Email,Developers|CDT_Admin,0,4.0,Glen Allen,VA,23060.0,,,,0,0,,,10,10,10,10,10,10,10,10,10,10,10,10,10,,0.5333333333333333,0.32166666666666666,1.031388888888889,0.5486111111111112,1.106111111111111,0.3597222222222222,0.45361111111111113,0.5027777777777778,0.22972222222222222,1.955,1.3847222222222222,0.8691666666666666,0.565,9,9,13,14,6,9,15,7,10,19,16,24,26,15,9,14,8,27,15,9,8,6,38,12,15,10,130.0,1.0,9.860833333333334,1,0,13:53:00
22,123,2023-10-23 12:29:00,2023-08-24 07:06:00,71.89416666666666,1,73,10.246944444444445,130,51.79611111111111,Invited Via Email,Developers|CDT_Admin,0,3.0,Charlotte,NC,28202.0,,,,0,0,,,10,10,10,10,10,10,10,10,10,10,10,10,10,,0.36972222222222223,0.12833333333333333,0.8522222222222222,0.10111111111111111,1.2072222222222222,4.953888888888889,3.3472222222222223,1.7855555555555556,0.11027777777777778,2.1133333333333333,1.853888888888889,2.946111111111111,0.2991666666666667,9,9,11,13,11,12,11,10,9,21,11,35,21,6,4,18,5,26,46,24,4,4,43,6,54,8,130.0,1.0,20.068055555555556,1,0,07:06:00
23,124,2023-11-12 14:07:00,2023-09-11 00:19:00,92.43138888888889,1,143,73.6836111111111,130,59.91555555555556,Invited Via Email,Developers|CDT_Admin,0,4.0,Durham,NC,27701.0,,,,0,0,,,10,10,10,10,10,10,10,10,10,10,10,0,0,,1.763611111111111,0.26861111111111113,3.8697222222222223,0.3497222222222222,0.44916666666666666,0.8391666666666666,15.219166666666666,0.96,0.1925,2.8844444444444446,0.41055555555555556,1.055,1.063611111111111,4,8,9,10,8,9,18,9,8,10,9,22,0,17,7,38,12,10,11,82,21,5,72,12,31,0,110.0,0.85,29.325277777777778,0,0,00:19:00
24,125,2023-12-02 15:45:00,2023-09-28 17:32:00,114.08083333333333,2,49,13.577777777777778,130,82.36888888888889,Invited Via Email,Developers|CDT_Admin,0,4.0,Raleigh,NC,27601.0,,,,0,0,,,10,10,10,10,10,10,10,10,10,10,10,0,10,,3.3336111111111113,5.116388888888889,0.19361111111111112,0.27444444444444444,8.375,0.4963888888888889,0.3894444444444444,1.1377777777777778,1.2394444444444443,2.14,0.8647222222222222,7.065,0.8288888888888889,10,10,8,11,10,18,14,17,9,10,22,27,21,49,4,6,9,34,19,7,11,5,29,15,86,9,120.0,0.92,31.454722222222223,1,0,17:32:00
25,126,2023-12-22 17:23:00,2023-10-16 10:45:00,119.99777777777778,2,10,48.364444444444445,130,78.83666666666667,Invited Via Email,Developers|CDT_Admin,0,5.0,Charlotte,NC,28202.0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,10:45:00
26,127,2024-01-11 19:01:00,2023-11-03 03:58:00,100.75416666666666,1,200,39.20916666666667,130,62.47361111111111,Invited Via Email,Developers|CDT_Admin,0,3.0,Kissimmee,FL,34741.0,,,,0,0,,,10,10,10,10,10,10,10,10,10,10,10,0,10,,1.4677777777777778,1.4091666666666667,1.5725,0.6972222222222222,5.730277777777777,0.5261111111111111,13.037777777777778,0.4802777777777778,3.535277777777778,4.833055555555555,1.0655555555555556,2.357222222222222,1.4736111111111112,8,8,9,9,10,10,10,11,10,10,10,29,23,7,5,10,8,27,8,25,12,20,22,16,54,14,120.0,0.92,38.185833333333335,1,0,03:58:00
27,128,2024-01-31 20:39:00,2023-11-20 21:11:00,83.9786111111111,1,97,2.125,130,62.18694444444444,Invited Via Email,Developers|CDT_Admin,0,,Charlotte,NC,28202.0,,,,0,0,,,10,10,10,10,10,10,10,10,10,10,0,0,0,,0.8491666666666666,0.5147222222222222,0.8622222222222222,0.2927777777777778,0.8080555555555555,1.6769444444444443,0.9275,4.472222222222222,0.405,0.8313888888888888,2.7505555555555556,5.942222222222222,1.4166666666666667,9,9,7,12,7,8,13,10,9,10,11,11,10,11,6,9,5,24,42,16,35,11,21,41,7,16,100.0,0.77,21.749444444444446,0,0,21:11:00
28,129,2024-02-20 22:17:00,2023-12-08 14:24:00,129.98555555555555,1,2,0.041944444444444444,130,118.18,Invited Via Email,Developers|CDT_Admin,0,4.0,Salisbury,MD,21801.0,,,,0,0,,,10,10,10,10,10,10,10,10,10,10,10,0,10,,0.4216666666666667,0.11166666666666666,0.6036111111111111,0.7838888888888889,0.5438888888888889,0.1925,1.1291666666666667,0.8027777777777778,0.13,0.8227777777777778,0.22555555555555556,5.266388888888889,0.4777777777777778,8,4,5,10,8,9,14,10,9,12,10,10,20,10,2,16,28,18,6,32,29,3,22,4,123,11,120.0,0.92,11.511666666666667,1,0,14:24:00
29,130,2024-03-11 23:55:00,2023-12-26 07:37:00,55.465555555555554,1,51,2.4683333333333333,130,51.201388888888886,Invited Via Email,Developers|CDT_Admin,0,,Charlotte,NC,28202.0,,,,0,0,,,10,10,10,10,10,10,10,10,10,10,10,10,10,,0.18888888888888888,0.09944444444444445,0.0913888888888889,0.19916666666666666,0.8433333333333334,0.18305555555555555,0.4297222222222222,0.49583333333333335,0.07527777777777778,0.7330555555555556,0.4608333333333333,0.24388888888888888,0.18472222222222223,13,14,10,16,11,12,20,15,12,17,18,25,26,10,5,6,6,21,8,8,13,6,14,15,6,7,130.0,1.0,4.228611111111111,1,0,07:37:00
30,131,2024-04-01 01:33:00,2024-01-13 00:50:00,56.57361111111111,1,24,9.151944444444444,130,40.23361111111111,Invited Via Email,Developers|CDT_Admin,0,4.0,Rock Hill,SC,29730.0,,,,0,0,,,10,10,10,10,10,10,10,10,10,10,10,10,10,,0.8652777777777778,0.3902777777777778,0.2525,2.365,2.1691666666666665,1.2238888888888888,0.41444444444444445,0.30722222222222223,0.2611111111111111,0.2602777777777778,0.23944444444444443,6.062222222222222,1.3777777777777778,9,9,9,11,8,9,11,10,9,9,12,18,36,17,8,5,46,62,25,7,14,3,6,4,60,19,130.0,1.0,16.18861111111111,1,0,00:50:00
31,132,2024-04-21 03:11:00,2024-01-30 18:03:00,139.2275,1,156,12.738888888888889,130,130.58055555555555,Invited Via Email,Developers|CDT_Admin,0,1.0,Charlotte,NC,28202.0,,,,0,0,,,10,10,10,10,10,10,10,10,10,10,0,0,0,,0.2752777777777778,0.07777777777777778,0.25805555555555554,0.20833333333333334,0.21583333333333332,0.5811111111111111,2.055,0.8686111111111111,0.28833333333333333,1.0619444444444444,2.2894444444444444,0.1897222222222222,0.175,9,10,11,18,9,11,8,8,5,6,20,9,4,3,2,5,5,9,14,34,28,5,27,53,2,1,100.0,0.77,8.544444444444444,0,0,18:03:00
32,133,2024-05-11 04:49:00,2024-02-17 11:16:00,140.6963888888889,1,421,48.99888888888889,130,80.52,Invited Via Email,Developers|CDT_Admin,0,3.0,Charlotte,NC,28202.0,,,,0,0,,,10,10,10,10,10,10,0,10,10,0,10,0,0,,15.780277777777778,1.2891666666666666,5.466666666666667,1.3205555555555555,4.794444444444444,9.044166666666667,7.6575,0.7825,0.2436111111111111,8.9375,1.561388888888889,0.07472222222222222,3.1180555555555554,26,14,9,12,13,13,20,18,13,18,21,21,45,32,35,80,3,157,70,59,12,3,74,31,1,56,90.0,0.69,60.07055555555556,0,0,11:16:00
33,134,2024-05-31 06:27:00,2024-03-06 04:29:00,37.31055555555555,1,48,0.6947222222222222,130,32.04611111111111,Invited Via Email,Developers|CDT_Admin,0,1.0,Mount Holly,NJ,8060.0,,,,0,0,,,10,10,10,10,0,0,10,10,10,10,10,0,10,,0.6097222222222223,0.21777777777777776,0.4025,0.14416666666666667,0.5338888888888889,0.2263888888888889,0.7622222222222222,0.2763888888888889,0.1827777777777778,0.33194444444444443,0.27305555555555555,0.7455555555555555,0.5244444444444445,11,13,12,14,11,12,14,12,11,12,13,17,41,12,4,12,4,11,11,13,6,5,8,3,13,5,100.0,0.77,5.230833333333333,0,0,04:29:00
34,135,2024-06-20 08:05:00,2024-03-23 21:42:00,97.4811111111111,1,254,50.15083333333333,130,20.986944444444443,Invited Via Email,Developers|CDT_Admin,0,4.0,Metuchen,NJ,8840.0,,,,0,0,,,10,10,10,10,10,10,10,10,10,10,10,10,10,,48.611666666666665,1.7075,11.591944444444444,4.3325,0.18416666666666667,3.895277777777778,0.8063888888888889,0.3113888888888889,0.5547222222222222,0.7808333333333334,0.43722222222222223,2.8472222222222223,0.41583333333333333,11,10,11,12,10,10,15,11,10,11,11,19,22,14,17,48,3,3,13,9,3,6,17,2,67,5,130.0,1.0,76.47666666666667,1,0,21:42:00
35,136,2024-07-10 09:43:00,2024-04-10 14:55:00,116.6225,1,73,9.510833333333334,130,108.11944444444444,Invited Via Email,Developers|CDT_Admin,0,5.0,Plainfield,NJ,7060.0,,,,0,0,,,10,10,10,10,10,10,10,10,10,10,10,10,10,,0.1075,0.12694444444444444,1.0930555555555554,0.2761111111111111,1.2452777777777777,0.30277777777777776,2.2605555555555554,0.7905555555555556,0.13694444444444445,0.8647222222222222,0.3672222222222222,0.6891666666666667,0.18944444444444444,9,9,13,16,21,11,27,31,9,22,16,24,23,4,4,13,14,46,8,26,31,9,30,10,19,6,130.0,1.0,8.450277777777778,1,0,14:55:00
36,137,2024-07-30 11:21:00,2024-04-28 08:08:00,119.10416666666667,1,151,32.294444444444444,130,105.68027777777777,Invited Via Email,Developers|CDT_Admin,0,,New York,NY,10001.0,,,,0,0,,,10,10,10,10,10,10,10,10,10,10,10,0,10,,0.3322222222222222,0.3136111111111111,0.8483333333333334,0.6361111111111111,0.7755555555555556,0.5625,5.441388888888889,0.23333333333333334,0.06638888888888889,0.24305555555555555,0.23305555555555554,1.0013888888888889,2.598333333333333,11,12,11,14,9,10,37,12,11,12,15,15,27,19,12,26,11,17,19,106,14,4,10,7,27,67,120.0,0.92,13.285277777777777,1,0,08:08:00
37,138,2024-08-19 12:59:00,2024-05-16 01:21:00,102.53583333333333,1,329,8.896666666666667,130,83.56472222222222,Invited Via Email,Developers|CDT_Admin,0,,Secaucus,NJ,7094.0,,,,0,0,,,10,10,0,0,10,10,10,10,10,10,10,10,10,,0.715,0.47888888888888886,5.554444444444444,0.11222222222222222,0.5186111111111111,0.2863888888888889,3.1486111111111112,0.41833333333333333,0.1988888888888889,0.022222222222222223,0.4147222222222222,4.0925,2.915277777777778,11,10,4,3,10,11,16,11,12,11,13,13,26,41,13,98,3,27,6,54,22,9,2,13,172,45,110.0,0.85,18.87611111111111,0,0,01:21:00
38,139,2024-09-08 14:37:00,2024-06-02 18:34:00,107.13055555555556,1,132,52.73166666666667,130,58.40888888888889,Invited Via Email,Developers|CDT_Admin,0,4.0,East Brunswick,NJ,8816.0,,,,0,0,,,10,10,10,10,10,10,10,10,10,10,10,10,10,,0.4058333333333333,0.1852777777777778,0.4127777777777778,0.5036111111111111,1.3077777777777777,1.2952777777777778,0.26694444444444443,12.638055555555555,0.19111111111111112,2.685,26.920833333333334,1.3108333333333333,0.5722222222222222,9,9,11,16,11,14,11,10,11,14,13,19,14,12,4,15,11,20,20,10,10,7,26,67,17,16,130.0,1.0,48.69555555555556,1,0,18:34:00
39,140,2024-09-28 16:15:00,2024-06-20 11:47:00,105.83583333333333,1,98,35.77583333333333,130,71.00722222222223,Invited Via Email,Developers|CDT_Admin,0,5.0,New York,NY,10001.0,,,,0,0,,,10,10,10,10,10,10,0,10,10,10,10,10,10,,0.6191666666666666,0.2125,0.4822222222222222,1.176388888888889,7.351388888888889,0.7980555555555555,3.1719444444444442,3.466666666666667,0.14083333333333334,1.0366666666666666,0.5536111111111112,14.835,0.9247222222222222,10,10,11,13,8,8,16,12,11,12,15,16,25,17,7,14,8,39,23,67,28,8,21,19,10,16,120.0,0.92,34.76916666666666,1,0,11:47:00
40,141,2024-10-18 17:53:00,2024-07-08 05:00:00,119.99861111111112,1,168,25.45111111111111,130,98.2461111111111,Invited Via Email,Developers|CDT_Admin,0,1.0,Perth Amboy,NJ,8861.0,,,,0,0,,,10,10,10,10,10,10,0,10,0,0,0,0,0,,4.665277777777778,0.43833333333333335,1.3591666666666666,4.833611111111111,5.258333333333334,1.0830555555555557,0.6080555555555556,1.3286111111111112,0.8030555555555555,0.03888888888888889,0.021666666666666667,0.020555555555555556,1.2747222222222223,12,10,10,13,9,10,11,11,10,0,8,8,8,128,15,37,33,113,22,11,30,18,0,1,1,1,70.0,0.54,21.733333333333334,0,0,05:00:00
